record_id	common_name	pubchem_cid	category	smiles_source	properties_source	relations_source	descriptions_source	mineru_task_id	paper_image	bioactivity	has_2d	has_3d	evidence_quality_tier
MOL-000001	Aspirin	2244	NSAID Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000002	Ibuprofen	3672	NSAID Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	4cb5fba7-6ac0-44e1-80e9-4fe875ef263b09	yes	yes	yes	yes	A
MOL-000003	Naproxen	1302	NSAID Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000004	Diclofenac	3033	NSAID Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000005	Celecoxib	2662	NSAID Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000006	Indomethacin	3715	NSAID Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000007	Penicillin G	5904	Antibiotic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	97a3676b-fd71-4fa3-a668-e314abe3176414	no	yes	yes	yes	A
MOL-000008	Amoxicillin	33613	Antibiotic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	33b86bda-f237-4698-9423-de8f366962ee14	no	no	yes	yes	A
MOL-000009	Ciprofloxacin	2764	Antibiotic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	fbdeb9ac-262b-4bca-8aae-39054e97d0ef14	no	yes	yes	yes	A
MOL-000010	Doxycycline	54671203	Antibiotic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	70db7505-6b49-46b8-9fc5-1d3cef49ac0814	no	no	yes	yes	A
MOL-000011	Azithromycin	447043	Antibiotic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	5bfa1b8c-c214-4dcc-b44c-51606d843f9414	no	no	yes	yes	A
MOL-000012	Vancomycin	14969	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	d52508b2-9aea-4ea6-a371-fde028c9056b14	no	no	yes	yes	A
MOL-000013	Gentamicin	3467	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh	c1abd6e7-f91b-41cd-9b07-fef87a0657e814	no	no	yes	yes	A
MOL-000014	Metronidazole	4173	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	056be104-ab9c-4f1a-b111-1ce0a2a3bee314	no	no	yes	yes	A
MOL-000015	Ritonavir	3976	Antiviral Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	2df62914-80a9-4120-9784-d1dc1bfdc31814	no	yes	yes	yes	A
MOL-000016	Oseltamivir	65028	Antiviral Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	853a39e4-9363-4bf3-892c-cbbea8a3d15714	no	no	yes	yes	A
MOL-000017	Acyclovir	2022	Antiviral Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_en|curated_zh	964e8ef7-48a5-410a-932f-0c9238a4752d14	no	no	yes	yes	A
MOL-000018	Remdesivir	121304016	Antiviral Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	14bb6c75-ccfe-47b2-b81c-2d9dac44c2d114	no	no	yes	yes	A
MOL-000019	Zidovudine	35370	Antiviral Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	279b653d-6f20-4c1f-89cd-d16c76176d8414	no	no	yes	yes	A
MOL-000020	Tamoxifen	2733526	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000021	Paclitaxel	36314	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	cf999197-b775-45b4-939c-de1a1702367509	yes	yes	yes	yes	A
MOL-000022	Methotrexate	126941	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000023	Doxorubicin	31703	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	868f2593-6da8-4845-88b6-dd0fe24b881209	yes	no	yes	yes	A
MOL-000024	Cisplatin	5702198	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000025	5-Fluorouracil	3385	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000026	Imatinib	5291	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	161714fc-6d94-4842-8725-7568f1ff838f14	no	yes	yes	yes	A
MOL-000027	Cyclophosphamide	2907	Anticancer Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	10f718c6-4898-4bb9-be8d-75b869cf6e9a14	no	no	yes	yes	A
MOL-000028	Gefitinib	123631	Targeted Therapy	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000029	Erlotinib	176870	Targeted Therapy	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000030	Sorafenib	216239	Targeted Therapy	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000031	Sunitinib	5329102	Targeted Therapy	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000032	Crizotinib	11626560	Targeted Therapy	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000033	Metformin	4091	Antidiabetic Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	b5eec853-2d47-4d82-9df3-3f3e5f20420d09	yes	yes	yes	yes	A
MOL-000034	Glibenclamide	3488	Antidiabetic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000035	Sitagliptin	4369359	Antidiabetic Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000036	Pioglitazone	4829	Antidiabetic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	2bd0a793-e15a-406c-bc0f-af8cf54d011514	no	no	yes	yes	A
MOL-000037	Empagliflozin	11949646	Antidiabetic Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	9ddbf7f9-6dc0-482b-89d6-dda8b94b2e6414	no	no	yes	yes	A
MOL-000038	Fluoxetine	3386	Antidepressant	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000039	Sertraline	68617	Antidepressant	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000040	Paroxetine	43815	Antidepressant	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000041	Venlafaxine	5656	Antidepressant	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000042	Amitriptyline	2160	Antidepressant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000043	Citalopram	2771	Antidepressant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000044	Lisinopril	5362119	Antihypertensive	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	a92f7115-4c5c-4ee5-83f5-8f73a21f246814	no	no	yes	yes	A
MOL-000045	Losartan	3961	Antihypertensive	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	aa084ae4-1f50-4856-bef4-0e054c8066a914	no	no	yes	yes	A
MOL-000046	Amlodipine	2162	Antihypertensive	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	248f2f39-1d4c-46b8-98e1-2b363f76f8d614	no	no	yes	yes	A
MOL-000047	Enalapril	5388962	Antihypertensive	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	aa3c0ae7-c1bf-44b0-8d72-0b9abb93f8c914	no	no	yes	yes	A
MOL-000048	Valsartan	60846	Antihypertensive	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	e27db636-512a-4746-acf2-549c20e6bed414	no	no	yes	yes	A
MOL-000049	Metoprolol	4171	Antihypertensive	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text	e5198c95-7a70-42af-981c-f7b25fe422ec14	no	no	yes	yes	A
MOL-000050	Atorvastatin	60823	Statin	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000051	Simvastatin	54454	Statin	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000052	Rosuvastatin	446157	Statin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000053	Pravastatin	54687	Statin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000054	Cetirizine	2678	Antihistamine	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000055	Loratadine	3957	Antihistamine	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000056	Fexofenadine	3348	Antihistamine	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000057	Diphenhydramine	3100	Antihistamine	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000058	Morphine	5288826	Opioid Analgesic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	1aed079e-5391-42ee-a918-5c92febe7d0d09	yes	yes	yes	yes	A
MOL-000059	Codeine	5284371	Opioid Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000060	Fentanyl	3345	Opioid Analgesic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000061	Tramadol	33741	Opioid Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000062	Salbutamol	2083	Bronchodilator	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000063	Salmeterol	5253	Bronchodilator	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000064	Montelukast	5281040	Bronchodilator	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000065	Warfarin	54678486	Anticoagulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000066	Heparin	772	Anticoagulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000067	Rivaroxaban	6433119	Anticoagulant	rdkit_canonical	rdkit_computed	curated_literature	curated_en|curated_zh		no	no	yes	yes	B
MOL-000068	Cyclosporine	5284373	Immunosuppressant	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000069	Tacrolimus	445643	Immunosuppressant	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000070	Mycophenolate mofetil	5281078	Immunosuppressant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000071	Sirolimus	5284616	Immunosuppressant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000072	Fluconazole	3365	Antifungal Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000073	Amphotericin B	5280965	Antifungal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000074	Ketoconazole	47576	Antifungal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000075	Itraconazole	55183	Antifungal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000076	Chloroquine	2719	Antimalarial Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000077	Artemisinin	68827	Antimalarial Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	yes	yes	yes	B
MOL-000078	Quinine	3034034	Antimalarial Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000079	Mefloquine	4069	Antimalarial Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000080	Curcumin	969516	Natural Product	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	322f9eed-649b-4503-9558-0a317edf9e8809	yes	yes	yes	yes	A
MOL-000081	Resveratrol	445154	Natural Product	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000082	Quercetin	5280343	Natural Product	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000083	Epigallocatechin gallate	65064	Natural Product	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	79660c30-ea31-4e82-ae4c-ebbd0234aa3614	no	no	yes	yes	A
MOL-000084	Berberine	2353	Natural Product	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	98d08635-3117-449f-b382-39da1806964114	no	no	yes	yes	A
MOL-000085	Genistein	5280961	Natural Product	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	c9fd28c3-108e-45d1-807e-f65f6eb40b5414	no	no	yes	yes	A
MOL-000086	Dopamine	681	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|mineru_paper_text|pubchem_text	fd2f1298-04ea-40bc-ba56-358fb4e55fff09	yes	yes	yes	yes	A
MOL-000087	Serotonin	5202	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000088	Norepinephrine	439260	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000089	GABA	119	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000090	Acetylcholine	187	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000091	Glutamate	33032	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000092	Histamine	774	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000093	Insulin (human)	16132438	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	no	C
MOL-000094	Cortisol	5754	Hormone	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000095	Testosterone	6013	Hormone	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000096	Estradiol	5757	Hormone	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000097	Thyroxine	5819	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000098	Melatonin	896	Hormone	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000099	Progesterone	5994	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000100	Ascorbic acid	54670067	Vitamin	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000101	Retinol	445354	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000102	Tocopherol	14986	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000103	Thiamine	1130	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000104	Riboflavin	493570	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000105	Lidocaine	3676	Anesthetic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000106	Propofol	4943	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000107	Ketamine	3821	Anesthetic	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000108	Isoflurane	3763	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000109	Caffeine	2519	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|mineru_paper_text|pubchem_text	db1a6b1e-5820-4650-ae1b-bab18a33f0a109	yes	yes	yes	yes	A
MOL-000110	Methylphenidate	9280	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000111	Modafinil	4236	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000112	Prednisone	5865	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000113	Dexamethasone	5743	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		no	no	yes	yes	B
MOL-000114	Mometasone Furoate	441336	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000115	Budesonide	5281004	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000116	Omeprazole	4594	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_literature	curated_zh|pubchem_text		yes	yes	yes	yes	B
MOL-000117	Pantoprazole	4679	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000118	Ranitidine	3001055	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		yes	no	yes	yes	B
MOL-000119	Allopurinol	2094	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000120	Acetaminophen	1983	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|mineru_paper_text|pubchem_text	31984e49-0e05-4531-82cd-b09e373b683f09	yes	yes	yes	yes	A
MOL-000121	Meloxicam	54677470	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000122	Piroxicam	54676228	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000123	Sulindac	1548887	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000124	Etodolac	3308	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000125	Ketorolac	3826	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000126	Nabumetone	4409	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000127	Mefenamic Acid	4044	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000128	Diclofenac Sodium	5018304	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000129	Flurbiprofen	3394	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000130	Ketoprofen	3825	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000131	Fenoprofen	3342	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000132	Tolmetin	5509	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000133	Oxaprozin	4614	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000134	Indomethacin Sodium	23675763	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000135	Diflunisal	3059	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000136	Salsalate	5161	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000137	Valdecoxib	119607	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000138	Rofecoxib	5090	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000139	Parecoxib	119828	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000140	Dexibuprofen	39912	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000141	Dexketoprofen	667550	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000142	Aceclofenac	71771	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000143	Phenylbutazone	4781	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000144	Tenoxicam	54677971	NSAID Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000145	Cephalexin	27447	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	cd000307-2133-4a9b-8df2-8868e3e6afaf14	no	no	yes	yes	A
MOL-000146	Ceftriaxone	5479530	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	d5b29331-ff55-4e66-b38c-f9f3b02d345f14	no	no	yes	yes	A
MOL-000147	Ceftazidime	5481173	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	49881ac1-5281-4719-8c32-60ac4ba23bbb14	no	no	yes	yes	A
MOL-000148	Cefazolin	33255	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	786e11e8-bc69-4deb-ab39-a5d6922df4b414	no	no	yes	yes	A
MOL-000149	Cefuroxime	5479529	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	e10c827f-36e8-4a5e-8f0a-b064e458a68114	no	no	yes	yes	A
MOL-000150	Cefepime	5479537	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	2b7e9654-e5b8-4b35-8bba-e2b5d710705514	no	no	yes	yes	A
MOL-000151	Cefixime	5362065	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	779a995c-e92a-4f7a-8a1c-621fb6e2bbe414	no	no	yes	yes	A
MOL-000152	Cefotaxime	5742673	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	2fcb3a30-f168-4b8e-b7fb-903124ed406914	no	no	yes	yes	A
MOL-000153	Cefdinir	6915944	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	5252b4f9-e0e1-44a2-8993-9ce6257ec3b314	no	no	yes	yes	A
MOL-000154	Cefadroxil	47965	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	11f61194-3031-412b-8e95-e5554b1ad85614	no	no	yes	yes	A
MOL-000155	Cefprozil	62977	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh	4aae7601-1be0-4a63-b2e8-5639a33d293314	no	no	yes	yes	A
MOL-000156	Cefpodoxime	6335986	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	da0ab06d-33cb-4898-8b04-b71e9c462ff914	no	no	yes	yes	A
MOL-000157	Cefotetan	53025	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000158	Cefoxitin	441199	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	fa3bd691-4bb0-4f92-9bcb-a2fbc158117f14	no	no	yes	yes	A
MOL-000159	Erythromycin	12560	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	559b8a3f-a100-4df0-b31a-2cc455c47e2614	no	no	yes	yes	A
MOL-000160	Clarithromycin	84029	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	0f1c0e92-3cae-43b4-99fd-f3471a6a768314	no	no	yes	yes	A
MOL-000161	Telithromycin	3002190	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh	c5d86890-e528-4176-929b-33cd3b94133f14	no	no	yes	yes	A
MOL-000162	Fidaxomicin	10034073	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh	10a2b49a-a584-4738-9b16-d140581f215314	no	no	yes	yes	A
MOL-000163	Amikacin	37768	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	0fa26305-d59c-44e2-a277-da335adc0f7914	no	no	yes	yes	A
MOL-000164	Tobramycin	36294	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	c671d0d3-90af-422d-badf-11a56b3243bb14	no	no	yes	yes	A
MOL-000165	Neomycin	8378	Antibiotic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text	9db32ade-3a11-4a11-b0a0-5d61ca2c49af14	no	no	yes	yes	A
